"gender","year","municipalities","value"
"Men","2013","Kungota",558
"Men","2013","Kuzma",81
"Men","2013","Laško",1906
"Men","2013","Lenart",1886
"Men","2013","Lendava/Lendva",1952
"Men","2013","Litija",1650
"Men","2013","Ljubljana",104546
"Men","2013","Ljubno",646
"Men","2013","Ljutomer",2176
"Men","2013","Log - Dragomer",277
"Men","2013","Logatec",2232
"Men","2013","Loška dolina",761
"Men","2013","Loški Potok",147
"Men","2013","Lovrenc na Pohorju",298
"Men","2013","Luče",181
"Men","2013","Lukovica",612
"Men","2013","Majšperk",258
"Men","2013","Makole",113
"Men","2013","Maribor",27492
"Men","2013","Markovci",425
"Men","2013","Medvode",2206
"Men","2013","Mengeš",1189
"Men","2013","Metlika",1444
"Men","2013","Mežica",857
"Men","2013","Miklavž na Dravskem polju",692
"Men","2013","Miren - Kostanjevica",583
"Men","2013","Mirna",363
"Men","2013","Mirna Peč",130
"Men","2013","Mislinja",248
"Men","2013","Mokronog - Trebelno",252
"Men","2013","Moravče",393
"Men","2013","Moravske Toplice",490
"Men","2013","Mozirje",498
"Men","2013","Murska Sobota",5883
"Men","2013","Muta",670
"Men","2013","Naklo",1234
"Men","2013","Nazarje",1021
"Men","2013","Nova Gorica",7077
"Men","2013","Novo mesto",11189
"Men","2013","Odranci",427
"Men","2013","Oplotnica",288
"Men","2013","Ormož",1528
"Men","2013","Osilnica",19
"Men","2013","Pesnica",750
"Men","2013","Piran/Pirano",2897
"Men","2013","Pivka",820
"Men","2013","Podčetrtek",412
"Men","2013","Podlehnik",241
"Men","2013","Podvelka",185
"Men","2013","Poljčane",419
"Men","2013","Polzela",454
"Men","2013","Postojna",2687
"Men","2013","Prebold",767
"Men","2013","Preddvor",321
"Men","2013","Prevalje",746
"Men","2013","Ptuj",5990
"Men","2013","Puconci",558
"Men","2013","Rače - Fram",729
"Men","2013","Radeče",394
"Men","2013","Radenci",612
"Men","2013","Radlje ob Dravi",938
"Men","2013","Radovljica",2877
"Men","2013","Ravne na Koroškem",3057
"Men","2013","Razkrižje",84
"Men","2013","Rečica ob Savinji",382
"Men","2013","Renče - Vogrsko",608
"Men","2013","Ribnica",1962
"Men","2013","Ribnica na Pohorju",41
"Men","2013","Rogaška Slatina",2306
"Men","2013","Rogašovci",133
"Men","2013","Rogatec",466
"Men","2013","Ruše",1170
"Men","2013","Selnica ob Dravi",455
"Men","2013","Semič",568
"Men","2013","Sevnica",2393
"Men","2013","Sežana",2679
"Men","2013","Slovenj Gradec",3678
"Men","2013","Slovenska Bistrica",4123
"Men","2013","Slovenske Konjice",2688
"Men","2013","Sodražica",228
"Men","2013","Solčava",61
"Men","2013","Središče ob Dravi",187
"Men","2013","Starše",259
"Men","2013","Straža",406
"Men","2013","Sveta Ana",69
"Men","2013","Sveta Trojica v Slov. goricah",98
"Men","2013","Sveti Andraž v Slov. goricah",36
"Men","2013","Sveti Jurij ob Ščavnici",178
"Men","2013","Sveti Jurij v Slov. goricah",94
"Men","2013","Sveti Tomaž",43
"Men","2013","Šalovci",64
"Men","2013","Šempeter - Vrtojba",2508
"Men","2013","Šenčur",1470
"Men","2013","Šentilj",988
"Men","2013","Šentjernej",927
"Men","2013","Šentjur",2130
"Men","2013","Šentrupert",497
"Men","2013","Škocjan",324
"Men","2013","Škofja Loka",4934
"Men","2013","Škofljica",1348
"Men","2013","Šmarje pri Jelšah",1270
"Men","2013","Šmarješke Toplice",338
"Men","2013","Šmartno ob Paki",176
"Men","2013","Šmartno pri Litiji",562
"Men","2013","Šoštanj",1256
"Men","2013","Štore",1362
"Men","2013","Tabor",66
"Men","2013","Tišina",159
"Men","2013","Tolmin",2094
"Men","2013","Trbovlje",2251
"Men","2013","Trebnje",2347
"Men","2013","Trnovska vas",85
"Men","2013","Trzin",2444
"Men","2013","Tržič",1477
"Men","2013","Turnišče",238
"Men","2013","Velenje",8707
"Men","2013","Velika Polana",55
"Men","2013","Velike Lašče",290
"Men","2013","Veržej",106
"Men","2013","Videm",276
"Men","2013","Vipava",664
"Men","2013","Vitanje",205
"Men","2013","Vodice",537
"Men","2013","Vojnik",926
"Men","2013","Vransko",203
"Men","2013","Vrhnika",2193
"Men","2013","Vuzenica",380
"Men","2013","Zagorje ob Savi",2090
"Men","2013","Zavrč",94
"Men","2013","Zreče",2556
"Men","2013","Žalec",3956
"Men","2013","Železniki",1382
"Men","2013","Žetale",57
"Men","2013","Žiri",1057
"Men","2013","Žirovnica",323
"Men","2013","Žužemberk",385
"Men","2014","Ajdovščina",2918
"Men","2014","Ankaran/Ancarano",NA
"Men","2014","Apače",242
"Men","2014","Beltinci",702
"Men","2014","Benedikt",173
"Men","2014","Bistrica ob Sotli",131
"Men","2014","Bled",1448
"Men","2014","Bloke",115
"Men","2014","Bohinj",646
"Men","2014","Borovnica",352
"Men","2014","Bovec",541
"Men","2014","Braslovče",481
"Men","2014","Brda",384
"Men","2014","Brezovica",1479
"Men","2014","Brežice",3229
"Men","2014","Cankova",131
"Men","2014","Celje",14755
"Men","2014","Cerklje na Gorenjskem",1982
"Men","2014","Cerknica",1916
"Men","2014","Cerkno",764
"Men","2014","Cerkvenjak",156
"Men","2014","Cirkulane",150
"Men","2014","Črenšovci",375
"Men","2014","Črna na Koroškem",290
"Men","2014","Črnomelj",1987
"Men","2014","Destrnik",138
"Men","2014","Divača",739
"Men","2014","Dobje",66
"Men","2014","Dobrepolje",477
"Men","2014","Dobrna",184
"Men","2014","Dobrova - Polhov Gradec",756
"Men","2014","Dobrovnik/Dobronak",89
"Men","2014","Dol pri Ljubljani",824
"Men","2014","Dolenjske Toplice",341
"Men","2014","Domžale",5510
"Men","2014","Dornava",211
"Men","2014","Dravograd",1332
"Men","2014","Duplek",419
"Men","2014","Gorenja vas - Poljane",774
"Men","2014","Gorišnica",467
"Men","2014","Gorje",244
"Men","2014","Gornja Radgona",2386
"Men","2014","Gornji Grad",170
"Men","2014","Gornji Petrovci",106
"Men","2014","Grad",101
"Men","2014","Grosuplje",3612
"Men","2014","Hajdina",488
"Men","2014","Hoče - Slivnica",2612
"Men","2014","Hodoš/Hodos",3
"Men","2014","Horjul",563
"Men","2014","Hrastnik",1127
"Men","2014","Hrpelje - Kozina",832
"Men","2014","Idrija",3397
"Men","2014","Ig",615
"Men","2014","Ilirska Bistrica",1982
"Men","2014","Ivančna Gorica",2474
"Men","2014","Izola/Isola",2371
"Men","2014","Jesenice",3383
"Men","2014","Jezersko",37
"Men","2014","Juršinci",93
"Men","2014","Kamnik",3803
"Men","2014","Kanal",638
"Men","2014","Kidričevo",2107
"Men","2014","Kobarid",371
"Men","2014","Kobilje",17
"Men","2014","Kočevje",2317
"Men","2014","Komen",363
"Men","2014","Komenda",1400
"Men","2014","Koper/Capodistria",12852
"Men","2014","Kostanjevica na Krki",258
"Men","2014","Kostel",82
"Men","2014","Kozje",285
"Men","2014","Kranj",12284
"Men","2014","Kranjska Gora",619
"Men","2014","Križevci",395
"Men","2014","Krško",4826
"Men","2014","Kungota",522
"Men","2014","Kuzma",82
"Men","2014","Laško",1845
"Men","2014","Lenart",1842
"Men","2014","Lendava/Lendva",1885
"Men","2014","Litija",1721
"Men","2014","Ljubljana",106655
"Men","2014","Ljubno",649
"Men","2014","Ljutomer",2248
"Men","2014","Log - Dragomer",285
"Men","2014","Logatec",2330
"Men","2014","Loška dolina",839
"Men","2014","Loški Potok",152
"Men","2014","Lovrenc na Pohorju",263
"Men","2014","Luče",187
"Men","2014","Lukovica",664
"Men","2014","Majšperk",288
"Men","2014","Makole",111
"Men","2014","Maribor",28036
"Men","2014","Markovci",541
"Men","2014","Medvode",2307
"Men","2014","Mengeš",1243
"Men","2014","Metlika",1491
"Men","2014","Mežica",905
"Men","2014","Miklavž na Dravskem polju",649
"Men","2014","Miren - Kostanjevica",574
"Men","2014","Mirna",408
"Men","2014","Mirna Peč",144
"Men","2014","Mislinja",281
"Men","2014","Mokronog - Trebelno",272
"Men","2014","Moravče",431
"Men","2014","Moravske Toplice",498
"Men","2014","Mozirje",455
"Men","2014","Murska Sobota",5620
"Men","2014","Muta",689
"Men","2014","Naklo",1247
"Men","2014","Nazarje",1016
"Men","2014","Nova Gorica",7234
"Men","2014","Novo mesto",11558
"Men","2014","Odranci",448
"Men","2014","Oplotnica",305
"Men","2014","Ormož",1532
"Men","2014","Osilnica",15
"Men","2014","Pesnica",703
"Men","2014","Piran/Pirano",2918
"Men","2014","Pivka",900
"Men","2014","Podčetrtek",437
"Men","2014","Podlehnik",232
"Men","2014","Podvelka",218
"Men","2014","Poljčane",407
"Men","2014","Polzela",463
"Men","2014","Postojna",2768
"Men","2014","Prebold",803
"Men","2014","Preddvor",339
"Men","2014","Prevalje",838
"Men","2014","Ptuj",6528
"Men","2014","Puconci",530
"Men","2014","Rače - Fram",708
"Men","2014","Radeče",497
"Men","2014","Radenci",607
"Men","2014","Radlje ob Dravi",986
"Men","2014","Radovljica",2914
"Men","2014","Ravne na Koroškem",3023
"Men","2014","Razkrižje",85
"Men","2014","Rečica ob Savinji",375
"Men","2014","Renče - Vogrsko",584
"Men","2014","Ribnica",2022
"Men","2014","Ribnica na Pohorju",40
"Men","2014","Rogaška Slatina",2385
"Men","2014","Rogašovci",140
"Men","2014","Rogatec",485
"Men","2014","Ruše",1166
"Men","2014","Selnica ob Dravi",442
"Men","2014","Semič",636
"Men","2014","Sevnica",2437
"Men","2014","Sežana",2758
"Men","2014","Slovenj Gradec",3588
"Men","2014","Slovenska Bistrica",4189
"Men","2014","Slovenske Konjice",2883
"Men","2014","Sodražica",245
"Men","2014","Solčava",63
"Men","2014","Središče ob Dravi",208
"Men","2014","Starše",239
"Men","2014","Straža",454
"Men","2014","Sveta Ana",72
"Men","2014","Sveta Trojica v Slov. goricah",101
"Men","2014","Sveti Andraž v Slov. goricah",40
"Men","2014","Sveti Jurij ob Ščavnici",212
"Men","2014","Sveti Jurij v Slov. goricah",103
"Men","2014","Sveti Tomaž",40
"Men","2014","Šalovci",66
"Men","2014","Šempeter - Vrtojba",2514
"Men","2014","Šenčur",1491
"Men","2014","Šentilj",1005
"Men","2014","Šentjernej",942
"Men","2014","Šentjur",2198
"Men","2014","Šentrupert",515
"Men","2014","Škocjan",306
"Men","2014","Škofja Loka",4997
"Men","2014","Škofljica",1315
"Men","2014","Šmarje pri Jelšah",1423
"Men","2014","Šmarješke Toplice",340
"Men","2014","Šmartno ob Paki",187
"Men","2014","Šmartno pri Litiji",596
"Men","2014","Šoštanj",1217
"Men","2014","Štore",1356
"Men","2014","Tabor",73
"Men","2014","Tišina",170
"Men","2014","Tolmin",2084
"Men","2014","Trbovlje",2164
"Men","2014","Trebnje",2320
"Men","2014","Trnovska vas",75
"Men","2014","Trzin",2510
"Men","2014","Tržič",1562
"Men","2014","Turnišče",269
"Men","2014","Velenje",8582
"Men","2014","Velika Polana",53
"Men","2014","Velike Lašče",335
"Men","2014","Veržej",116
"Men","2014","Videm",301
"Men","2014","Vipava",705
"Men","2014","Vitanje",204
"Men","2014","Vodice",571
"Men","2014","Vojnik",1003
"Men","2014","Vransko",219
"Men","2014","Vrhnika",2109
"Men","2014","Vuzenica",428
"Men","2014","Zagorje ob Savi",2008
"Men","2014","Zavrč",108
"Men","2014","Zreče",2540
"Men","2014","Žalec",4022
"Men","2014","Železniki",1418
"Men","2014","Žetale",67
"Men","2014","Žiri",1101
"Men","2014","Žirovnica",371
"Men","2014","Žužemberk",412
"Men","2015","Ajdovščina",3007
"Men","2015","Ankaran/Ancarano",345
"Men","2015","Apače",244
"Men","2015","Beltinci",677
"Men","2015","Benedikt",176
"Men","2015","Bistrica ob Sotli",128
"Men","2015","Bled",1423
"Men","2015","Bloke",116
"Men","2015","Bohinj",665
"Men","2015","Borovnica",388
"Men","2015","Bovec",554
"Men","2015","Braslovče",489
"Men","2015","Brda",398
"Men","2015","Brezovica",1492
"Men","2015","Brežice",3211
"Men","2015","Cankova",137
"Men","2015","Celje",14846
"Men","2015","Cerklje na Gorenjskem",2009
"Men","2015","Cerknica",1932
"Men","2015","Cerkno",720
"Men","2015","Cerkvenjak",153
"Men","2015","Cirkulane",160
"Men","2015","Črenšovci",354
"Men","2015","Črna na Koroškem",295
"Men","2015","Črnomelj",1932
"Men","2015","Destrnik",134
"Men","2015","Divača",688
"Men","2015","Dobje",64
"Men","2015","Dobrepolje",506
"Men","2015","Dobrna",180
"Men","2015","Dobrova - Polhov Gradec",790
"Men","2015","Dobrovnik/Dobronak",88
"Men","2015","Dol pri Ljubljani",919
"Men","2015","Dolenjske Toplice",331
"Men","2015","Domžale",5683
"Men","2015","Dornava",209
"Men","2015","Dravograd",1249
"Men","2015","Duplek",413
"Men","2015","Gorenja vas - Poljane",783
"Men","2015","Gorišnica",497
"Men","2015","Gorje",237
"Men","2015","Gornja Radgona",2594
"Men","2015","Gornji Grad",168
"Men","2015","Gornji Petrovci",104
"Men","2015","Grad",105
"Men","2015","Grosuplje",3707
"Men","2015","Hajdina",373
"Men","2015","Hoče - Slivnica",2666
"Men","2015","Hodoš/Hodos",5
"Men","2015","Horjul",584
"Men","2015","Hrastnik",1139
"Men","2015","Hrpelje - Kozina",857
"Men","2015","Idrija",3465
"Men","2015","Ig",681
"Men","2015","Ilirska Bistrica",1956
"Men","2015","Ivančna Gorica",2631
"Men","2015","Izola/Isola",2447
"Men","2015","Jesenice",3365
"Men","2015","Jezersko",40
"Men","2015","Juršinci",100
"Men","2015","Kamnik",3959
"Men","2015","Kanal",663
"Men","2015","Kidričevo",2120
"Men","2015","Kobarid",377
"Men","2015","Kobilje",16
"Men","2015","Kočevje",2370
"Men","2015","Komen",364
"Men","2015","Komenda",1531
"Men","2015","Koper/Capodistria",13535
"Men","2015","Kostanjevica na Krki",271
"Men","2015","Kostel",66
"Men","2015","Kozje",291
"Men","2015","Kranj",12530
"Men","2015","Kranjska Gora",652
"Men","2015","Križevci",392
"Men","2015","Krško",4842
"Men","2015","Kungota",510
"Men","2015","Kuzma",83
"Men","2015","Laško",1735
"Men","2015","Lenart",1902
"Men","2015","Lendava/Lendva",1811
"Men","2015","Litija",1771
"Men","2015","Ljubljana",107435
"Men","2015","Ljubno",693
"Men","2015","Ljutomer",2243
"Men","2015","Log - Dragomer",290
"Men","2015","Logatec",2325
"Men","2015","Loška dolina",798
"Men","2015","Loški Potok",164
"Men","2015","Lovrenc na Pohorju",268
"Men","2015","Luče",189
"Men","2015","Lukovica",693
"Men","2015","Majšperk",246
"Men","2015","Makole",119
"Men","2015","Maribor",28559
"Men","2015","Markovci",545
"Men","2015","Medvode",2307
"Men","2015","Mengeš",1286
"Men","2015","Metlika",1489
"Men","2015","Mežica",975
"Men","2015","Miklavž na Dravskem polju",727
"Men","2015","Miren - Kostanjevica",530
"Men","2015","Mirna",452
"Men","2015","Mirna Peč",154
"Men","2015","Mislinja",285
"Men","2015","Mokronog - Trebelno",277
"Men","2015","Moravče",436
"Men","2015","Moravske Toplice",450
"Men","2015","Mozirje",451
"Men","2015","Murska Sobota",5599
"Men","2015","Muta",683
"Men","2015","Naklo",1297
"Men","2015","Nazarje",994
"Men","2015","Nova Gorica",7318
"Men","2015","Novo mesto",11877
"Men","2015","Odranci",561
"Men","2015","Oplotnica",312
"Men","2015","Ormož",1560
"Men","2015","Osilnica",11
"Men","2015","Pesnica",675
"Men","2015","Piran/Pirano",3013
"Men","2015","Pivka",892
"Men","2015","Podčetrtek",425
"Men","2015","Podlehnik",223
"Men","2015","Podvelka",201
"Men","2015","Poljčane",407
"Men","2015","Polzela",507
"Men","2015","Postojna",2828
"Men","2015","Prebold",856
"Men","2015","Preddvor",341
"Men","2015","Prevalje",832
"Men","2015","Ptuj",6655
"Men","2015","Puconci",442
"Men","2015","Rače - Fram",696
"Men","2015","Radeče",511
"Men","2015","Radenci",592
"Men","2015","Radlje ob Dravi",1011
"Men","2015","Radovljica",3051
"Men","2015","Ravne na Koroškem",3069
"Men","2015","Razkrižje",91
"Men","2015","Rečica ob Savinji",396
"Men","2015","Renče - Vogrsko",583
"Men","2015","Ribnica",2100
"Men","2015","Ribnica na Pohorju",51
"Men","2015","Rogaška Slatina",2457
"Men","2015","Rogašovci",143
"Men","2015","Rogatec",519
"Men","2015","Ruše",1175
"Men","2015","Selnica ob Dravi",440
"Men","2015","Semič",647
"Men","2015","Sevnica",2462
"Men","2015","Sežana",2741
"Men","2015","Slovenj Gradec",3507
"Men","2015","Slovenska Bistrica",4289
"Men","2015","Slovenske Konjice",2968
"Men","2015","Sodražica",248
"Men","2015","Solčava",63
"Men","2015","Središče ob Dravi",203
"Men","2015","Starše",225
"Men","2015","Straža",477
"Men","2015","Sveta Ana",60
"Men","2015","Sveta Trojica v Slov. goricah",126
"Men","2015","Sveti Andraž v Slov. goricah",40
"Men","2015","Sveti Jurij ob Ščavnici",200
"Men","2015","Sveti Jurij v Slov. goricah",104
"Men","2015","Sveti Tomaž",38
"Men","2015","Šalovci",67
"Men","2015","Šempeter - Vrtojba",2510
"Men","2015","Šenčur",1496
"Men","2015","Šentilj",1073
"Men","2015","Šentjernej",983
"Men","2015","Šentjur",2253
"Men","2015","Šentrupert",544
"Men","2015","Škocjan",266
"Men","2015","Škofja Loka",5223
"Men","2015","Škofljica",1354
"Men","2015","Šmarje pri Jelšah",1427
"Men","2015","Šmarješke Toplice",388
"Men","2015","Šmartno ob Paki",200
"Men","2015","Šmartno pri Litiji",623
"Men","2015","Šoštanj",1163
"Men","2015","Štore",1372
"Men","2015","Tabor",73
"Men","2015","Tišina",175
"Men","2015","Tolmin",2095
"Men","2015","Trbovlje",1990
"Men","2015","Trebnje",2420
"Men","2015","Trnovska vas",74
"Men","2015","Trzin",2527
"Men","2015","Tržič",1555
"Men","2015","Turnišče",261
"Men","2015","Velenje",8664
"Men","2015","Velika Polana",53
"Men","2015","Velike Lašče",293
"Men","2015","Veržej",124
"Men","2015","Videm",291
"Men","2015","Vipava",726
"Men","2015","Vitanje",203
"Men","2015","Vodice",597
"Men","2015","Vojnik",1025
"Men","2015","Vransko",246
"Men","2015","Vrhnika",2143
"Men","2015","Vuzenica",197
"Men","2015","Zagorje ob Savi",2003
"Men","2015","Zavrč",143
"Men","2015","Zreče",2618
"Men","2015","Žalec",4158
"Men","2015","Železniki",1462
"Men","2015","Žetale",62
"Men","2015","Žiri",1135
"Men","2015","Žirovnica",378
"Men","2015","Žužemberk",415
"Men","2016","Ajdovščina",3233
"Men","2016","Ankaran/Ancarano",369
"Men","2016","Apače",239
"Men","2016","Beltinci",648
"Men","2016","Benedikt",178
"Men","2016","Bistrica ob Sotli",132
"Men","2016","Bled",1415
"Men","2016","Bloke",137
"Men","2016","Bohinj",709
"Men","2016","Borovnica",386
"Men","2016","Bovec",613
"Men","2016","Braslovče",507
"Men","2016","Brda",423
"Men","2016","Brezovica",1518
"Men","2016","Brežice",3285
"Men","2016","Cankova",140
"Men","2016","Celje",15256
"Men","2016","Cerklje na Gorenjskem",2046
"Men","2016","Cerknica",1956
"Men","2016","Cerkno",733
"Men","2016","Cerkvenjak",169
"Men","2016","Cirkulane",144
"Men","2016","Črenšovci",354
"Men","2016","Črna na Koroškem",292
"Men","2016","Črnomelj",2025
"Men","2016","Destrnik",144
"Men","2016","Divača",678
"Men","2016","Dobje",76
"Men","2016","Dobrepolje",515
"Men","2016","Dobrna",198
"Men","2016","Dobrova - Polhov Gradec",808
"Men","2016","Dobrovnik/Dobronak",87
"Men","2016","Dol pri Ljubljani",938
"Men","2016","Dolenjske Toplice",353
"Men","2016","Domžale",5891
"Men","2016","Dornava",209
"Men","2016","Dravograd",1248
"Men","2016","Duplek",465
"Men","2016","Gorenja vas - Poljane",941
"Men","2016","Gorišnica",494
"Men","2016","Gorje",253
"Men","2016","Gornja Radgona",2513
"Men","2016","Gornji Grad",177
"Men","2016","Gornji Petrovci",122
"Men","2016","Grad",114
"Men","2016","Grosuplje",4056
"Men","2016","Hajdina",367
"Men","2016","Hoče - Slivnica",2744
"Men","2016","Hodoš/Hodos",3
"Men","2016","Horjul",605
"Men","2016","Hrastnik",1128
"Men","2016","Hrpelje - Kozina",918
"Men","2016","Idrija",3553
"Men","2016","Ig",706
"Men","2016","Ilirska Bistrica",1962
"Men","2016","Ivančna Gorica",2633
"Men","2016","Izola/Isola",2540
"Men","2016","Jesenice",3476
"Men","2016","Jezersko",47
"Men","2016","Juršinci",95
"Men","2016","Kamnik",4126
"Men","2016","Kanal",692
"Men","2016","Kidričevo",2241
"Men","2016","Kobarid",388
"Men","2016","Kobilje",16
"Men","2016","Kočevje",2467
"Men","2016","Komen",357
"Men","2016","Komenda",1608
"Men","2016","Koper/Capodistria",13927
"Men","2016","Kostanjevica na Krki",249
"Men","2016","Kostel",83
"Men","2016","Kozje",303
"Men","2016","Kranj",12943
"Men","2016","Kranjska Gora",667
"Men","2016","Križevci",409
"Men","2016","Krško",5120
"Men","2016","Kungota",528
"Men","2016","Kuzma",81
"Men","2016","Laško",1723
"Men","2016","Lenart",1863
